filename,label
wheaten_terrier-ox-197.jpg,wheaten_terrier
african_hunting_dog-sd-2344.jpg,african_hunting_dog
chihuahua-ox-177.jpg,chihuahua
newfoundland-sd-13070.jpg,newfoundland
scottish_deerhound-sd-12828.jpg,scottish_deerhound
great_pyrenees-sd-767.jpg,great_pyrenees
samoyed-ox-184.jpg,samoyed
chesapeake_bay_retriever-sd-501.jpg,chesapeake_bay_retriever
eskimo_dog-sd-1613.jpg,eskimo_dog
pomeranian-sd-7341.jpg,pomeranian
groenendael-sd-1960.jpg,groenendael
cocker_spaniel-sd-9216.jpg,cocker_spaniel
afghan_hound-sd-12867.jpg,afghan_hound
bloodhound-sd-9616.jpg,bloodhound
bull_mastiff-sd-4039.jpg,bull_mastiff
komondor-sd-2156.jpg,komondor
tibetan_mastiff-sd-1121.jpg,tibetan_mastiff
wheaten_terrier-ox-26.jpg,wheaten_terrier
blenheim_spaniel-sd-3522.jpg,blenheim_spaniel
leonberg-sd-2235.jpg,leonberg
toy_terrier-sd-3843.jpg,toy_terrier
staffordshire_bull_terrier-ox-78.jpg,staffordshire_bull_terrier
borzoi-sd-1842.jpg,borzoi
wheaten_terrier-ox-48.jpg,wheaten_terrier
pekinese-sd-9847.jpg,pekinese
maltese_dog-sd-3698.jpg,maltese_dog
coated_retriever-sd-745.jpg,coated_retriever
haired_pointer-sd-4084.jpg,haired_pointer
english_foxhound-sd-2110.jpg,english_foxhound
samoyed-sd-1255.jpg,samoyed
airedale-sd-2954.jpg,airedale
rhodesian_ridgeback-sd-7459.jpg,rhodesian_ridgeback
border_terrier-sd-7297.jpg,border_terrier
keeshond-sd-9580.jpg,keeshond
tzu-sd-5994.jpg,tzu
cocker_spaniel-sd-12053.jpg,cocker_spaniel
tzu-sd-6269.jpg,tzu
miniature_pinscher-ox-80.jpg,miniature_pinscher
toy_terrier-sd-406.jpg,toy_terrier
havanese-ox-117.jpg,havanese
tibetan_mastiff-sd-2596.jpg,tibetan_mastiff
cocker_spaniel-sd-1691.jpg,cocker_spaniel
kerry_blue_terrier-sd-555.jpg,kerry_blue_terrier
pekinese-sd-16979.jpg,pekinese
great_pyrenees-sd-9420.jpg,great_pyrenees
pug-ox-81.jpg,pug
beagle-ox-89.jpg,beagle
japanese_chin-ox-162.jpg,japanese_chin
samoyed-ox-147.jpg,samoyed
irish_setter-sd-156.jpg,irish_setter
sealyham_terrier-sd-3972.jpg,sealyham_terrier
tzu-sd-1843.jpg,tzu
golden_retriever-sd-7807.jpg,golden_retriever
walker_hound-sd-3524.jpg,walker_hound
basset_hound-ox-72.jpg,basset_hound
tibetan_terrier-sd-5656.jpg,tibetan_terrier
newfoundland-sd-3056.jpg,newfoundland
irish_wolfhound-sd-731.jpg,irish_wolfhound
gordon_setter-sd-1681.jpg,gordon_setter
german_shepherd-sd-14247.jpg,german_shepherd
english_foxhound-sd-1132.jpg,english_foxhound
german_shepherd-sd-16418.jpg,german_shepherd
miniature_pinscher-ox-47.jpg,miniature_pinscher
maltese_dog-sd-426.jpg,maltese_dog
basset-sd-600.jpg,basset
mexican_hairless-sd-870.jpg,mexican_hairless
sussex_spaniel-sd-8081.jpg,sussex_spaniel
afghan_hound-sd-5436.jpg,afghan_hound
great_pyrenees-sd-7380.jpg,great_pyrenees
coated_retriever-sd-2925.jpg,coated_retriever
coated_retriever-sd-931.jpg,coated_retriever
miniature_poodle-sd-1310.jpg,miniature_poodle
bouvier_des_flandres-sd-9651.jpg,bouvier_des_flandres
yorkshire_terrier-ox-133.jpg,yorkshire_terrier
irish_terrier-sd-199.jpg,irish_terrier
standard_poodle-sd-2325.jpg,standard_poodle
toy_terrier-sd-5626.jpg,toy_terrier
brittany_spaniel-sd-4240.jpg,brittany_spaniel
maltese_dog-sd-2465.jpg,maltese_dog
brittany_spaniel-sd-6538.jpg,brittany_spaniel
basset-sd-2879.jpg,basset
doberman-sd-3073.jpg,doberman
irish_setter-sd-1749.jpg,irish_setter
dandie_dinmont-sd-2291.jpg,dandie_dinmont
sussex_spaniel-sd-5031.jpg,sussex_spaniel
haired_pointer-sd-3649.jpg,haired_pointer
airedale-sd-3700.jpg,airedale
welsh_springer_spaniel-sd-1798.jpg,welsh_springer_spaniel
miniature_schnauzer-sd-2470.jpg,miniature_schnauzer
gordon_setter-sd-2842.jpg,gordon_setter
shiba_inu-ox-24.jpg,shiba_inu
beagle-ox-34.jpg,beagle
coated_retriever-sd-1433.jpg,coated_retriever
entlebucher-sd-66.jpg,entlebucher
miniature_pinscher-sd-2893.jpg,miniature_pinscher
leonberg-sd-2347.jpg,leonberg
cardigan-sd-11685.jpg,cardigan
rhodesian_ridgeback-sd-6884.jpg,rhodesian_ridgeback
rottweiler-sd-5752.jpg,rottweiler
vizsla-sd-9112.jpg,vizsla
borzoi-sd-7905.jpg,borzoi
malinois-sd-9919.jpg,malinois
briard-sd-6206.jpg,briard
pembroke-sd-7038.jpg,pembroke
english_setter-ox-9.jpg,english_setter
kelpie-sd-3812.jpg,kelpie
bernese_mountain_dog-sd-6781.jpg,bernese_mountain_dog
komondor-sd-3706.jpg,komondor
american_pit_bull_terrier-ox-75.jpg,american_pit_bull_terrier
basset_hound-ox-5.jpg,basset_hound
bouvier_des_flandres-sd-2529.jpg,bouvier_des_flandres
kerry_blue_terrier-sd-1127.jpg,kerry_blue_terrier
beagle-ox-24.jpg,beagle
saluki-sd-11498.jpg,saluki
irish_terrier-sd-3424.jpg,irish_terrier
boston_bull-sd-10768.jpg,boston_bull
mexican_hairless-sd-1034.jpg,mexican_hairless
pug-ox-120.jpg,pug
silky_terrier-sd-1503.jpg,silky_terrier
italian_greyhound-sd-6345.jpg,italian_greyhound
english_springer-sd-7262.jpg,english_springer
toy_poodle-sd-3297.jpg,toy_poodle
entlebucher-sd-1324.jpg,entlebucher
cardigan-sd-3169.jpg,cardigan
bluetick-sd-3318.jpg,bluetick
pug-ox-51.jpg,pug
pug-ox-68.jpg,pug
yorkshire_terrier-ox-109.jpg,yorkshire_terrier
bernese_mountain_dog-sd-2727.jpg,bernese_mountain_dog
malamute-sd-4739.jpg,malamute
newfoundland-sd-341.jpg,newfoundland
leonberger-ox-25.jpg,leonberger
gordon_setter-sd-493.jpg,gordon_setter
miniature_pinscher-sd-6151.jpg,miniature_pinscher
afghan_hound-sd-3119.jpg,afghan_hound
saint_bernard-ox-51.jpg,saint_bernard
bernese_mountain_dog-sd-4907.jpg,bernese_mountain_dog
saint_bernard-sd-12392.jpg,saint_bernard
english_setter-sd-8272.jpg,english_setter
english_foxhound-sd-981.jpg,english_foxhound
whippet-sd-4002.jpg,whippet
leonberger-ox-101.jpg,leonberger
chow-sd-2319.jpg,chow
african_hunting_dog-sd-6563.jpg,african_hunting_dog
scottish_terrier-ox-80.jpg,scottish_terrier
boxer-sd-4865.jpg,boxer
borzoi-sd-8849.jpg,borzoi
pomeranian-sd-2896.jpg,pomeranian
otterhound-sd-3661.jpg,otterhound
boston_bull-sd-11476.jpg,boston_bull
irish_setter-sd-8321.jpg,irish_setter
otterhound-sd-4377.jpg,otterhound
scottish_terrier-ox-71.jpg,scottish_terrier
newfoundland-sd-5577.jpg,newfoundland
entlebucher-sd-569.jpg,entlebucher
